Time,Source,Destination,Protocol,Length
153.848218,10.0.0.6,10.0.0.2,TCP,54
153.851548,10.0.0.2,10.0.0.6,TCP,574
153.851559,10.0.0.6,10.0.0.2,TCP,54
153.855369,10.0.0.2,10.0.0.6,TCP,574
153.855393,10.0.0.6,10.0.0.2,TCP,54
153.858229,10.0.0.2,10.0.0.6,TCP,574
153.858242,10.0.0.6,10.0.0.2,TCP,54
153.863087,10.0.0.2,10.0.0.6,TCP,574
153.863108,10.0.0.6,10.0.0.2,TCP,54
153.868512,10.0.0.2,10.0.0.6,TCP,574
153.868543,10.0.0.6,10.0.0.2,TCP,54
153.874488,10.0.0.2,10.0.0.6,TCP,574
153.874523,10.0.0.6,10.0.0.2,TCP,54
153.875968,10.0.0.2,10.0.0.6,TCP,574
153.875981,10.0.0.6,10.0.0.2,TCP,54
153.879296,10.0.0.2,10.0.0.6,TCP,574
153.879306,10.0.0.6,10.0.0.2,TCP,54
153.882631,10.0.0.2,10.0.0.6,TCP,574
153.88264,10.0.0.6,10.0.0.2,TCP,54
153.885717,10.0.0.2,10.0.0.6,TCP,574
153.885759,10.0.0.6,10.0.0.2,TCP,54
153.891536,10.0.0.2,10.0.0.6,TCP,574
153.891588,10.0.0.6,10.0.0.2,TCP,54
153.892386,10.0.0.2,10.0.0.6,TCP,574
153.892401,10.0.0.6,10.0.0.2,TCP,54
153.895657,10.0.0.2,10.0.0.6,TCP,574
153.89567,10.0.0.6,10.0.0.2,TCP,54
153.898997,10.0.0.2,10.0.0.6,TCP,574
153.899006,10.0.0.6,10.0.0.2,TCP,54
153.902807,10.0.0.2,10.0.0.6,TCP,574
153.90285,10.0.0.6,10.0.0.2,TCP,54
153.90668,10.0.0.2,10.0.0.6,TCP,574
153.90672,10.0.0.6,10.0.0.2,TCP,54
153.916608,10.0.0.2,10.0.0.6,TCP,574
153.916659,10.0.0.6,10.0.0.2,TCP,54
153.918188,10.0.0.2,10.0.0.6,TCP,574
153.918201,10.0.0.6,10.0.0.2,TCP,54
153.921516,10.0.0.2,10.0.0.6,TCP,574
153.921528,10.0.0.6,10.0.0.2,TCP,54
153.924837,10.0.0.2,10.0.0.6,TCP,574
153.924848,10.0.0.6,10.0.0.2,TCP,54
153.928178,10.0.0.2,10.0.0.6,TCP,574
153.928187,10.0.0.6,10.0.0.2,TCP,54
153.931522,10.0.0.2,10.0.0.6,TCP,574
153.931531,10.0.0.6,10.0.0.2,TCP,54
153.944533,10.0.0.2,10.0.0.6,TCP,574
153.944562,10.0.0.6,10.0.0.2,TCP,54
153.945686,10.0.0.2,10.0.0.6,TCP,574
153.945704,10.0.0.6,10.0.0.2,TCP,54
153.949832,10.0.0.2,10.0.0.6,TCP,574
